,pic_id,pic_name,pic_source,relic_geograpicLocation,relic_materials,relic_creationDate,statue_name,statue_alias,statue_description,relic_creationDate_english,pic_source_english,pic_name_english,relic_materials_english,statue_name_english,statue_alias_english,statue_description_english
15,16,阿弥陀佛（大同善化寺）  ,金维诺主编.中国寺观雕塑全集 第3卷 辽金元寺观造像.哈尔滨：黑龙江美术出版社，2005.8   ,山西大同善化寺大雄宝殿 ,彩塑  ,金  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,Gold ,"Jin weinuo editor of the. Chinese temple sculpture The Complete Works Volume 3 Galerkin yuan temple statues. Harbin: Heilongjiang fine arts publishing house, 2005.8 ",Amitabha（Datong SHanhua temple） ,Painted sculpture ,Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
16,17,阿弥陀佛（洪洞广胜寺）  ,金维诺主编.中国寺观雕塑全集 第3卷 辽金元寺观造像.哈尔滨：黑龙江美术出版社，2005.8   ,山西洪洞广胜寺上寺毗卢殿 ,彩塑  ,元代  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Yuan dynasty ,"Jin weinuo editor of the. Chinese temple sculpture The Complete Works Volume 3 Galerkin yuan temple statues. Harbin: Heilongjiang fine arts publishing house, 2005.8 ",Amitabha（Hongdong Guangsheng temple） ,Painted sculpture ,Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
17,18,阿弥陀佛及胁侍菩萨像（苏州西园寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,江苏苏州西园寺大雄宝殿 ,泥塑贴金  ,清末  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The late Qing dynasty ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",Amitabha and the threat paternity Bodhisattva like Suzhou West Garden temple） ,Clay gold ,Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
18,19,阿弥陀佛立像（上海玉佛寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,上海玉佛寺 ,青铜  ,民国七年(1918)  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Republic of China seven years(1918) ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",Amitabha erect images Shanghai Temple of the Emerald Buddha） ,Bronze ,Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
19,20,阿弥陀佛坐像（杭州灵隐寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,浙江杭州灵隐寺飞来峰 ,石雕  ,元至元  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,Yuan Yuan ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",Amitabha seated（Hangzhou Lingyin Temple） ,Stone ,Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
20,21,阿弥陀佛像（宁波天童寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,浙江宁波天童寺大雄宝殿 ,泥塑贴金  ,明崇祯  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,This temple ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",Amitabha like Ningbo TianTong temple） ,Clay gold ,Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
21,22,阿弥陀佛像（北京妙应寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,北京妙应寺圆通殿 ,石雕  ,唐高宗总章二年（669）  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Tang Dynasty General Chapter Two years 669） ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",Amitabha like Beijing miaoying temple） ,Stone ,Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
22,23,阿弥陀佛像（开封甘露寺铁塔）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,河南开封甘露寺铁塔 ,琉璃砖刻  ,北宋  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Northern Song Dynasty ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",Amitabha like opening Sweet Dew temple tower） ,Glass bricks engraved ,Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
23,24,阿弥陀佛立像（开封甘露寺铁塔）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,河南开封甘露寺铁塔 ,琉璃砖刻  ,北宋  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Northern Song Dynasty ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",Amitabha erect images（Kaifeng Manna temple tower） ,Glass bricks engraved ,Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
24,25,外壁圆拱尖楣龛阿弥陀佛及二菩萨像（邯郸南响堂山石窟）  ,陈明达主编. 中国美术全集 雕塑编13 巩县天龙山 响堂山 安阳石窟雕刻.北京：人民美术出版社，1988.6   ,河北邯郸南响堂山石窟第六窟 ,石雕  ,隋代开皇四年（584）  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,Sui open Emperor four years（584） ,"Chen informed the editor. The Chinese fine arts series sculpture series 13 巩县 days Longshan ringing Chapel Hill in Anyang grotto carved. Beijing: people's fine arts publishing house, 1988.6 ",The outer wall of the dome tip of the Frieze niches Amitabha and two Bodhisattvas like Handan South Sound Church of the grotto） ,Stone ,Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
25,26,身穿袒右肩袈裟阿弥陀佛坐像（浙江省博物馆藏）  ,浙江省博物馆编.东土佛光.杭州：浙江古籍出版社，2008.1   ,浙江省博物馆藏 ,铜，通高0.43米，浙江丽水碧湖宋塔出土  ,南宋  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Southern Song Dynasty ,"Zhejiang Provincial Museum compiled. The East Buddha. Hangzhou: Zhejiang ancient books publishing house, 2008.1 ",Wearing a bare right shoulder Surplice Amitabha seated（Zhejiang Provincial Museum hidden） ,"Copper, through high-0. 43 meters, the Zhejiang Lishui Avon song of the tower unearthed ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
26,27,七体阿弥陀佛坐像（交城永宁寺）  ,刘慧葵编著.中华名寺古刹（1-4）.台北：地球出版有限公司，1981   ,山西交城永宁寺七佛殿 ,泥塑贴金  ,明代  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Ming Dynasty ,"Liu Hui Kwai EDS. Chinese temple temple（1-4）. Taipei: Earth Publishing Co., 1981 ",Seven body Amitabha seated（jiaocheng Yongning temple） ,Clay gold ,Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
27,28,释法海造无量寿佛及二胁侍立像（成都文物考古工作队）  ,金维诺主编.中国寺观雕塑全集 第1卷 早期寺观造像.哈尔滨：黑龙江美术出版社，2002.11   ,四川成都文物考古工作队藏 ,石雕，残高0.28米，宽0.23米，成都出土  ,梁天监二年（504）  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,Liang day prison two years（504） ,"Jin weinuo editor of the. Chinese temple Sculpture Collection Volume 1 the early temple statues. Harbin: Heilongjiang Fine Arts press, 2002.11 ",Release fahai made boundless life of Buddha and two Threat them like Chengdu cultural relics archaeological team） ,"Stone carving, the residual high-0. 28 meters, the width 0. 23 meters, Chengdu unearthed ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
28,29,无量寿佛坐像（北京故宫博物院）  ,杨新、王家鹏主编.中国藏传佛教雕塑全集 第2卷 金铜佛•上.北京：北京美术摄影出版社，2002.1   ,北京故宫博物院 ,铜镏金，高0.275米  ,清乾隆  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,Qianlong ,"Yang Xin and Wang Peng editor. China Tibetan Buddhist sculpture Complete Works Vol. 2 Golden copper Buddha•on. Beijing: Beijing Arts and photography publishing house, 2002.1 ","Boundless life of Buddha seated in Beijing, the Palace Museum） ","Copper-gold, High-0. 275 meters ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
29,30,无量寿佛与白度母像（拉萨布达拉宫）  ,姜怀英、甲央、噶苏•彭措朗杰编著.中国古代建筑：西藏布达拉宫.北京：文物出版社，1996.10   ,西藏拉萨布达拉宫红宫释无量寿佛殿 ,铜鎏金，无量寿佛像，铜鎏金，高1.1米，宽0.6米；白度母像，合金质，高1.1米，宽0.65米  ,清代  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Qing dynasty ,"Jiang Huai Ying, a Central, karma Samui•Phuntsog Namgyal EDS. Ancient Chinese architecture: Potala Palace in Tibet. Beijing: Cultural Relics press, 1996.10 ",Boundless life of Buddha with the White Tara like Potala Palace in Lhasa） ,"Copper Gilt, the boundless life of Buddha, copper Gilt, the High 1. 1 meters wide and 0. 6 m; white Tara like, an alloy material, High 1. 1 meters wide and 0. 65 m ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
